codigo_acao_orcamentaria	nome_acao_orcamentaria	procv_funcao_no_access_da_camara
20U2	GESTAO E APRIMORAMENTO DOS RECURSOS DE TECNOLOGIA DA INFORMACAO E COMUNICACAO DO SERVICO PUBLICO FEDERAL	Administração
20U3	FORTALECIMENTO DA DEMOCRATIZACAO DAS RELACOES DE TRABALHO	Administração
20U4	GESTAO DO PATRIMONIO IMOBILIARIO DA UNIAO	Administração
20U5	ENSINO DE GRADUACAO E POS-GRADUACAO EM ESTATISTICAS E GEOCIENCIAS	Administração
20U6	PESQUISAS E ESTUDOS ESTATISTICOS	Administração
20U7	CENSOS DEMOGRAFICO, AGROPECUARIO E GEOGRAFICO	Administração
20U8	PESQUISAS, ESTUDOS E LEVANTAMENTOS GEOCIENTIFICOS	Administração
20U9	DESENVOLVIMENTO DE COMPETENCIAS DE AGENTES PUBLICOS	Administração
20UA	ESTUDOS, PROJETOS E PLANEJAMENTO DE INFRAESTRUTURA DE TRANSPORTES (PROGRAMA DE ACELERACAO DO CRESCIMENTO)	Transporte
20UB	FISCALIZACAO DOS SERVICOS DE TRANSPORTE RODOVIARIO	Transporte
20UC	ESTUDOS, PROJETOS E PLANEJAMENTO DE INFRAESTRUTURA DE TRANSPORTES	Transporte
20UD	PREVENCAO A VIOLENCIA E A CRIMINALIDADE	Segurança Pública
20UE	APRIMORAMENTO INSTITUCIONAL DA POLICIA FEDERAL	Segurança Pública
20UF	REGULARIZACAO, DEMARCACAO E FISCALIZACAO DE TERRAS INDIGENAS E PROTECAO DOS POVOS INDIGENAS ISOLADOS	Direitos da Cidadania
20UG	PROMOCAO DA CIDADANIA, ALTERNATIVAS PENAIS E CONTROLE SOCIAL	Direitos da Cidadania
20UH	CAPACITACAO E QUALIFICACAO EM SERVICOS PENAIS	Direitos da Cidadania
20UI	CIENCIA, TECNOLOGIA E INOVACAO NO INSTITUTO NACIONAL DE PESQUISAS ESPACIAIS - INPE	Ciência e Tecnologia
20UJ	CIENCIA, TECNOLOGIA E INOVACAO NO INSTITUTO NACIONAL DO SEMIARIDO - INSA	Ciência e Tecnologia
20UK	CIENCIA, TECNOLOGIA E INOVACAO NO OBSERVATORIO NACIONAL - ON	Ciência e Tecnologia
20UL	CIENCIA, TECNOLOGIA E INOVACAO NO CENTRO DE TECNOLOGIA DA INFORMACAO RENATO ARCHER - CTI	Ciência e Tecnologia
20UM	CIENCIA, TECNOLOGIA E INOVACAO NO CENTRO BRASILEIRO DE PESQUISAS FISICAS - CBPF	Ciência e Tecnologia
20UN	CIENCIA, TECNOLOGIA E INOVACAO NO INSTITUTO NACIONAL DE TECNOLOGIA - INT	Ciência e Tecnologia
20UO	CIENCIA, TECNOLOGIA E INOVACAO NO MUSEU DE ASTRONOMIA E CIENCIAS AFINS - MAST	Ciência e Tecnologia
20UP	APOIO A PROJETOS DE TECNOLOGIA SOCIAL E ASSISTIVA	Ciência e Tecnologia
20UQ	APOIO A PROJETOS DE P&D PARA TECNOLOGIAS SOCIAIS, ASSISTIVAS, EXTENSAO TECNOLOGICA E DE INOVACAO PARA INCLUSAO SOCIAL E DESENVOLVIMENTO SUSTENTAVEL	Ciência e Tecnologia
20UR	CIENCIA, TECNOLOGIA E INOVACAO NO INSTITUTO NACIONAL DE PESQUISAS DA AMAZONIA - INPA	Ciência e Tecnologia
20US	FOMENTO A PESQUISA VOLTADA PARA A GERACAO DE CONHECIMENTO, NOVAS TECNOLOGIAS, PRODUTOS E PROCESSOS INOVADORES	Ciência e Tecnologia
20UT	PROMOCAO DA PESQUISA, DO DESENVOLVIMENTO E DA INOVACAO EM TECNOLOGIAS DIGITAIS, COMPONENTES E DISPOSITIVOS ELETRONICOS E GESTAO DAS OBRIGACOES DE CONTRAPARTIDA RELACIONADAS A INCENTIVOS FISCAIS	Ciência e Tecnologia
20UU	PESQUISA, DESENVOLVIMENTO E INOVACAO EM BIOTECNOLOGIA, FARMACOS E MEDICAMENTOS	Ciência e Tecnologia
20UV	FOMENTO A PESQUISA E DESENVOLVIMENTO EM CIENCIA E TECNOLOGIA DO MAR, OCEANOS E CLIMA	Ciência e Tecnologia
20UW	SEGURANCA NUCLEAR E CONTROLE DE MATERIAL NUCLEAR E PROTECAO FISICA DE INSTALACOES NUCLEARES E RADIATIVAS	Ciência e Tecnologia
20UX	DESENVOLVIMENTO DA CIENCIA E DA TECNOLOGIA NUCLEARES	Ciência e Tecnologia
20UY	RADIOPROTECAO, DOSIMETRIA E METROLOGIA DAS RADIACOES IONIZANTES	Ciência e Tecnologia
20UZ	DESENVOLVIMENTO, MANUTENCAO E ATUALIZACAO DA INFRAESTRUTURA ESPACIAL	Ciência e Tecnologia
20V0	DESENVOLVIMENTO E LANCAMENTO DE FOGUETES SUBORBITAIS E DE VEICULOS LANCADORES DE SATELITES, COM A INFRAESTRUTURA ASSOCIADA	Ciência e Tecnologia
20V1	FABRICACAO DE EQUIPAMENTOS PESADOS PARA AS INDUSTRIAS NUCLEAR E DE ALTA TECNOLOGIA	Ciência e Tecnologia
20V2	IMPLANTACAO, MANUTENCAO E ATUALIZACAO DO CENTRO INTEGRADO DE INTELIGENCIA POLICIAL E ANALISE ESTRATEGICA - CINTEPOL	Segurança Pública
20V5	ACOES COMPLEMENTARES DE PROTECAO SOCIAL BASICA	Assistência Social
20V6	FOMENTO A PESQUISA E DESENVOLVIMENTO VOLTADOS A INOVACAO E AO PROCESSO PRODUTIVO	Ciência e Tecnologia
20V7	PESQUISA, DESENVOLVIMENTO E INOVACAO NAS UNIDADES DE PESQUISA DO MCTIC	Ciência e Tecnologia
20V8	APOIO A INICIATIVAS E PROJETOS DE INCLUSAO DIGITAL	Ciência e Tecnologia
20V9	MONITORAMENTO DA COBERTURA DA TERRA E DO RISCO DE QUEIMADAS E INCENDIOS FLORESTAIS (INPE)	Ciência e Tecnologia
20VA	APOIO A ESTUDOS E PROJETOS DE PESQUISA E DESENVOLVIMENTO RELACIONADOS A MUDANCA DO CLIMA	Ciência e Tecnologia
20VB	PESQUISA E DESENVOLVIMENTO DE TECNOLOGIAS PARA O SETOR ESPACIAL	Ciência e Tecnologia
20VC	DESENVOLVIMENTO, LANCAMENTO E OPERACAO DE SATELITES, COM A INFRAESTRUTURA ASSOCIADA	Ciência e Tecnologia
20VD	CIENCIA, TECNOLOGIA E INOVACAO PARA PESQUISA, DESENVOLVIMENTO, CONSERVACAO, VALORACAO E SUSTENTABILIDADE DOS RECURSOS NATURAIS BRASILEIROS	Ciência e Tecnologia
20VE	PROMOCAO DA EDUCACAO FISCAL	Administração
20VF	FORTALECIMENTO INSTITUCIONAL	Administração
20VG	GESTAO DOS SISTEMAS INFORMATIZADOS DA SECRETARIA DA RECEITA FEDERAL E DO CONSELHO ADMINISTRATIVO DE RECURSOS FISCAIS	Administração
20VH	SUPERVISAO DE MERCADOS DE SEGUROS, RESSEGUROS, CAPITALIZACAO E PREVIDENCIA COMPLEMENTAR ABERTA	Administração
20VI	MANUTENCAO DE TRECHOS RODOVIARIOS NA REGIAO CENTRO-OESTE	Transporte
20VJ	MANUTENCAO DE TRECHOS RODOVIARIOS NA REGIAO NORDESTE	Transporte
20VK	MANUTENCAO DE TRECHOS RODOVIARIOS NA REGIAO NORTE	Transporte
20VL	MANUTENCAO DE TRECHOS RODOVIARIOS NA REGIAO SUDESTE	Transporte
20VM	MANUTENCAO DE TRECHOS RODOVIARIOS NA REGIAO SUL	Transporte
20VN	CONSERVACAO E RECUPERACAO DE ECOSSISTEMAS	Gestão Ambiental
20VO	CONSERVACAO, PROMOCAO DE USO, MANEJO E BIOSSEGURANCA DE ESPECIES DA FAUNA E FLORA	Gestão Ambiental
20VP	APOIO A CONSERVACAO AMBIENTAL E A ERRADICACAO DA EXTREMA POBREZA - BOLSA VERDE	Gestão Ambiental
20VQ	GESTAO SOCIOAMBIENTAL EM TERRITORIOS DE POVOS E COMUNIDADES TRADICIONAIS E AGRICULTORES FAMILIARES E EM TERRAS INDIGENAS	Gestão Ambiental
20VR	RECUPERACAO E PRESERVACAO DE BACIAS HIDROGRAFICAS	Gestão Ambiental
20VS	FORMULACAO E APOIO A IMPLEMENTACAO DA POLITICA NACIONAL DE RECURSOS HIDRICOS	Gestão Ambiental
20VT	ZONEAMENTO ECOLOGICO-ECONOMICO	Gestão Ambiental
20VU	POLITICAS E ESTRATEGIAS DE PREVENCAO E CONTROLE DO DESMATAMENTO E DE MANEJO E RECUPERACAO FLORESTAL NO AMBITO DA UNIAO, ESTADOS E MUNICIPIOS	Gestão Ambiental
20VV	EXPANSAO DA SILVICULTURA COM ESPECIES NATIVAS E DE SISTEMAS AGROFLORESTAIS	Gestão Ambiental
20VW	GESTAO AMBIENTALMENTE ADEQUADA DE SUBSTANCIAS QUIMICAS	Gestão Ambiental
20VX	FOMENTO PARA A MELHORIA DA QUALIDADE AMBIENTAL	Gestão Ambiental
20VY	APOIO A IMPLEMENTACAO DA POLITICA NACIONAL DE EDUCACAO AMBIENTAL	Gestão Ambiental
20VZ	ARTICULACAO PARA A GESTAO E IMPLEMENTACAO DAS POLITICAS PUBLICAS AMBIENTAIS NACIONAIS	Gestão Ambiental
20W0	POLITICAS PARA A GESTAO AMBIENTAL E TERRITORIAL DA ZONA COSTEIRA	Gestão Ambiental
20W1	INICIATIVAS PARA IMPLEMENTACAO DA POLITICA NACIONAL SOBRE MUDANCA DO CLIMA	Gestão Ambiental
20W2	REDUCAO DA VULNERABILIDADE AOS EFEITOS DA DESERTIFICACAO, DA SECA E DAS MUDANCAS CLIMATICAS	Gestão Ambiental
20W3	APOIO A GESTAO AMBIENTAL EM AREAS URBANAS	Gestão Ambiental
20W4	GESTAO AMBIENTAL EM TERRAS INDIGENAS	Gestão Ambiental
20W5	APOIO A PROJETOS DE GERENCIAMENTO E DISPOSICAO DE RESIDUOS INDUSTRIAIS E PERIGOSOS	Gestão Ambiental
20W6	APOIO A IMPLEMENTACAO DE INSTRUMENTOS ESTRUTURANTES DA POLITICA NACIONAL DE RESIDUOS SOLIDOS	Gestão Ambiental
20W7	PREPARACAO, REALIZACAO, MONITORAMENTO E AVALIACAO DAS CONFERENCIAS NACIONAIS DO MEIO AMBIENTE	Gestão Ambiental
20W8	IMPLEMENTACAO DA AGENDA AMBIENTAL NA ADMINISTRACAO PUBLICA - A3P	Gestão Ambiental
20W9	MODERNIZACAO DA GESTAO DE ATIVIDADES LIGADAS AO MEIO AMBIENTE	Gestão Ambiental
20WA	DESENVOLVIMENTO FLORESTAL SUSTENTAVEL E MANEJO FLORESTAL COMUNITARIO FAMILIAR	Gestão Ambiental
20WB	PESQUISA E INFORMACOES FLORESTAIS	Gestão Ambiental
20WC	PLANEJAMENTO, GESTAO E FISCALIZACAO DAS CONCESSOES FLORESTAIS	Gestão Ambiental
20WD	INVENTARIO FLORESTAL NACIONAL	Gestão Ambiental
20WE	FISCALIZACAO DOS RECURSOS DA BIODIVERSIDADE	Gestão Ambiental
20WF	AVALIACAO DOS ESTOQUES E DO POTENCIAL SUSTENTAVEL DOS RECURSOS PESQUEIROS	Gestão Ambiental
20WG	ESTRUTURACAO DA GESTAO NACIONAL DOS RECURSOS FAUNISTICOS	Gestão Ambiental
20WH	AVALIACAO DE PERICULOSIDADE E CONTROLE DE PRODUTOS, SUBSTANCIAS QUIMICAS E RESIDUOS PERIGOSOS	Gestão Ambiental
20WI	IMPLEMENTACAO DA POLITICA NACIONAL DE RECURSOS HIDRICOS	Gestão Ambiental
20WJ	MODERNIZACAO DA GESTAO DOS RECURSOS HIDRICOS	Gestão Ambiental
20WK	PESQUISA, AVALIACAO E MONITORAMENTO DA FLORA BRASILEIRA	Gestão Ambiental
20WL	PROTECAO E AMPLIACAO DE COLECOES VIVAS EM JARDINS BOTANICOS	Gestão Ambiental
20WM	APOIO A CRIACAO, GESTAO E IMPLEMENTACAO DAS UNIDADES DE CONSERVACAO FEDERAIS	Gestão Ambiental
20WN	EXECUCAO DE PESQUISA E CONSERVACAO DE ESPECIES E DO PATRIMONIO ESPELEOLOGICO	Gestão Ambiental
20WO	FISCALIZACAO AMBIENTAL EM UNIDADES DE CONSERVACAO	Gestão Ambiental
20WP	REABILITACAO DE PROJETOS PUBLICOS DE IRRIGACAO	Agricultura
20WQ	GESTAO DE POLITICAS DE DESENVOLVIMENTO REGIONAL E ORDENAMENTO TERRITORIAL	Administração
20WS	CONSOLIDACAO DO SISTEMA PENITENCIARIO FEDERAL	Direitos da Cidadania
20WT	FISCALIZACAO DAS ATIVIDADES MINERARIAS	Indústria
20WU	DESENVOLVIMENTO DO MERCADO DE VALORES MOBILIARIOS	Administração
20WW	RELACOES E NEGOCIACOES BILATERAIS	Relações Exteriores
20WX	RELACOES E NEGOCIACOES MULTILATERAIS	Relações Exteriores
20WY	DIFUSAO CULTURAL E DIVULGACAO DO BRASIL NO EXTERIOR	Relações Exteriores
20WZ	PROMOCAO COMERCIAL E DE INVESTIMENTOS	Relações Exteriores
20X0	COOPERACAO HUMANITARIA INTERNACIONAL E PARTICIPACAO DA SOCIEDADE CIVIL	Relações Exteriores
20X1	PARTICIPACAO BRASILEIRA EM MISSOES DE PAZ	Defesa Nacional
20X3	MOBILIZACAO E LOGISTICA PARA A DEFESA NACIONAL	Defesa Nacional
20X4	MANUTENCAO DO SISTEMA DE PROTECAO DA AMAZONIA - SIPAM	Defesa Nacional
20X5	COMANDO E CONTROLE DE DEFESA NACIONAL	Defesa Nacional
20X6	DESENVOLVIMENTO SUSTENTAVEL DA REGIAO DO CALHA NORTE	Defesa Nacional
20X7	EMPREGO CONJUNTO OU COMBINADO DAS FORCAS ARMADAS	Defesa Nacional
20X8	PRESTACAO DE ENSINO DE GRADUACAO E POS-GRADUACAO DO INSTITUTO TECNOLOGICO DE AERONAUTICA - ITA	Defesa Nacional
20X9	CAPACITACAO PROFISSIONAL DA AERONAUTICA	Defesa Nacional
20XA	APRESTAMENTO DA AERONAUTICA	Defesa Nacional
20XB	PESQUISA E DESENVOLVIMENTO NO SETOR AEROESPACIAL	Defesa Nacional
20XC	FUNCIONAMENTO DOS CENTROS DE LANCAMENTO	Defesa Nacional
20XD	APOIO DAS FORCAS ARMADAS A POPULACAO	Defesa Nacional
20XE	MANUTENCAO DOS SISTEMAS DE COMANDO E CONTROLE DO EXERCITO	Defesa Nacional
20XF	IMPLANTACAO DE ORGANIZACOES MILITARES DO EXERCITO	Defesa Nacional
20XG	AQUISICAO E MODERNIZACAO DE MEIOS DO EXERCITO	Defesa Nacional
20XH	REALIZACAO DE ACOES DE COOPERACAO DO EXERCITO	Defesa Nacional
20XJ	DESENVOLVIMENTO TECNOLOGICO DO EXERCITO	Defesa Nacional
20XK	LOGISTICA MILITAR TERRESTRE	Defesa Nacional
20XL	SAUDE EM OPERACOES MILITARES	Defesa Nacional
20XM	PRESTACAO DE ENSINO ASSISTENCIAL NOS COLEGIOS MILITARES	Defesa Nacional
20XN	APRESTAMENTO DA MARINHA	Defesa Nacional
20XO	DESENVOLVIMENTO TECNOLOGICO DA MARINHA	Defesa Nacional
20XP	AQUISICAO E MODERNIZACAO DE MEIOS DA MARINHA	Defesa Nacional
20XR	CAPACITACAO PROFISSIONAL DA MARINHA	Defesa Nacional
20XS	PRESTACAO DE ENSINO ASSISTENCIAL NA FUNDACAO OSORIO	Defesa Nacional
20XT	PRESTACAO DE SERVICOS MEDICO-HOSPITALARES E DE ENSINO E PESQUISA DO HOSPITAL DAS FORCAS ARMADAS	Defesa Nacional
20XU	AQUISICAO E MODERNIZACAO DOS MEIOS DA AERONAUTICA	Defesa Nacional
20XV	OPERACAO DO SISTEMA DE CONTROLE DO ESPACO AEREO BRASILEIRO - SISCEAB	Defesa Nacional
20XX	PRESTACAO DE AUXILIOS A NAVEGACAO E FISCALIZACAO DA NAVEGACAO AQUAVIARIA	Defesa Nacional
20XY	ACOES DE COOPERACAO DA MARINHA	Defesa Nacional
20XZ	PROMOCAO DA SANIDADE E DA QUALIDADE DA PRODUCAO PESQUEIRA E AQUICOLA	Agricultura
20Y0	FOMENTO A PRODUCAO PESQUEIRA E AQUICOLA	Agricultura
20Y1	DESENVOLVIMENTO DA INFRAESTRUTURA PESQUEIRA E AQUICOLA	Agricultura
20Y2	ORDENAMENTO, MONITORAMENTO, CONTROLE E FISCALIZACAO DA ATIVIDADE PESQUEIRA	Agricultura
20Y3	PROMOCAO E MARKETING DO TURISMO NO MERCADO NACIONAL	Comércio e Serviços
20Y4	ARTICULACAO E ORDENAMENTO TURISTICO	Comércio e Serviços
20Y5	PROMOCAO TURISTICA DO BRASIL NO EXTERIOR	Comércio e Serviços
20Y6	PESQUISA E DESENVOLVIMENTO DE TECNOLOGIAS PARA A AGROPECUARIA	Agricultura
20Y7	DESENVOLVIMENTO DO ABASTECIMENTO AGROALIMENTAR	Agricultura
20Y8	DESENVOLVIMENTO DA CAFEICULTURA	Agricultura
20Y9	SUPERVISAO DO SISTEMA FINANCEIRO NACIONAL	Administração
20YA	PREPARACAO DE ATLETAS E CAPACITACAO DE RECURSOS HUMANOS PARA O ESPORTE DE ALTO RENDIMENTO	Desporto e Lazer
20YB	FOMENTO A EXPANSAO E AO FORTALECIMENTO DE SISTEMAS DE TRENS URBANOS	Urbanismo
20YC	OPERACIONALIZACAO DO FUNDO SOBERANO DO BRASIL - FSB	Administração
20YD	EDUCACAO E FORMACAO EM SAUDE	Saúde
20YE	AQUISICAO E DISTRIBUICAO DE IMUNOBIOLOGICOS E INSUMOS PARA PREVENCAO E CONTROLE DE DOENCAS	Saúde
20YI	IMPLEMENTACAO DE POLITICAS DE ATENCAO A SAUDE	Saúde
20YJ	FORTALECIMENTO DO SISTEMA NACIONAL DE VIGILANCIA EM SAUDE	Saúde
20YL	ESTRUTURACAO DE ACADEMIAS DA SAUDE	Saúde
20YM	AMPLIACAO DAS PRATICAS DE GESTAO PARTICIPATIVA, DE CONTROLE SOCIAL, DE EDUCACAO POPULAR EM SAUDE E IMPLEMENTACAO DE POLITICAS DE PROMOCAO DA EQUIDADE	Saúde
20YN	SISTEMAS DE TECNOLOGIA DE INFORMACAO E COMUNICACAO PARA A SAUDE (E-SAUDE)	Saúde
20YP	PROMOCAO, PROTECAO E RECUPERACAO DA SAUDE INDIGENA	Saúde
20YQ	APOIO INSTITUCIONAL PARA APRIMORAMENTO DO SUS	Saúde
20YR	MANUTENCAO E FUNCIONAMENTO DO PROGRAMA FARMACIA POPULAR DO BRASIL PELO SISTEMA DE GRATUIDADE	Saúde
20YS	MANUTENCAO E FUNCIONAMENTO DO PROGRAMA FARMACIA POPULAR DO BRASIL PELO SISTEMA DE CO-PAGAMENTO	Saúde
20YT	FOMENTO E FORTALECIMENTO DE EMPREENDIMENTOS ECONOMICOS SOLIDARIOS E SUAS REDES DE COOPERACAO	Trabalho
20YU	FISCALIZACAO DE OBRIGACOES TRABALHISTAS E INSPECAO EM SEGURANCA E SAUDE NO TRABALHO	Trabalho
20YV	DEMOCRATIZACAO DAS RELACOES DE TRABALHO	Trabalho
20YW	PRODUCAO E DIFUSAO DE CONHECIMENTOS QUE CONTRIBUAM PARA A PROMOCAO DE SEGURANCA, SAUDE DOS TRABALHADORES E SUBSIDIEM POLITICAS PUBLICAS NO CAMPO DO TRABALHO	Trabalho
20YX	CADASTROS PUBLICOS NA AREA DE TRABALHO E EMPREGO	Trabalho
20YY	ESTUDOS, PESQUISAS E GERACAO DE INFORMACOES SOBRE TRABALHO, EMPREGO E RENDA	Trabalho
20YZ	APOIO AO FORTALECIMENTO INSTITUCIONAL DO SISTEMA NACIONAL DE TRANSITO	Urbanismo
20Z1	QUALIFICACAO SOCIAL E PROFISSIONAL DE TRABALHADORES	Trabalho
20Z3	APOIO OPERACIONAL AO PAGAMENTO DO SEGURO-DESEMPREGO E DO ABONO SALARIAL	Trabalho
20Z6	GESTAO DE POLITICAS ECONOMICAS E FISCAIS	Administração
20Z7	GESTAO DE SISTEMAS INFORMATIZADOS DE ADMINISTRACAO FINANCEIRA E CONTABIL	Administração
20Z8	ACOMPANHAMENTO E CONTROLE DE ATIVIDADES ECONOMICAS	Administração
20ZA	FORTALECIMENTO DAS ACOES DE AUTORIDADE MONETARIA	Administração
20ZB	APOIO A INICIATIVAS DE INCLUSAO DIGITAL	Comunicações
20ZC	MODERNIZACAO DA GESTAO DE ATIVIDADES LIGADAS AS COMUNICACOES	Comunicações
20ZD	REGULACAO DOS SERVICOS DE TELECOMUNICACOES	Comunicações
20ZE	UNIVERSALIZACAO E MASSIFICACAO DOS SERVICOS DE TELECOMUNICACOES	Comunicações
20ZF	PROMOCAO E FOMENTO A CULTURA BRASILEIRA	Cultura
20ZG	FORMULACAO E GESTAO DA POLITICA CULTURAL	Cultura
20ZH	PRESERVACAO DO PATRIMONIO CULTURAL BRASILEIRO	Cultura
20ZI	FOMENTO AO SETOR AUDIOVISUAL (MEDIDA PROVISORIA N.. 2.228-1/2001)	Cultura
20ZJ	FISCALIZACAO E REGULAMENTACAO DO SETOR AUDIOVISUAL	Cultura
20ZK	ADMINISTRACAO DOS INVESTIMENTOS, FINANCIAMENTOS E ATIVIDADES DO FUNDO SETORIAL DO AUDIOVISUAL - LEI N. 11.437, DE 2006	Cultura
20ZL	FORTALECIMENTO DA INSTITUCIONALIZACAO DA POLITICA NACIONAL DE ECONOMIA SOLIDARIA	Trabalho
20ZM	PRODUCAO E DIFUSAO DE CONHECIMENTO NA AREA CULTURAL	Cultura
20ZN	PROMOCAO DOS DIREITOS HUMANOS	Direitos da Cidadania
20ZO	PROMOCAO E GESTAO DO COMERCIO EXTERIOR	Comércio e Serviços
20ZP	DEMOCRATIZACAO DO ACESSO AOS SERVICOS DE COMUNICACOES	Comunicações
20ZQ	ESTUDOS, PESQUISAS E PRODUCAO DE INDICADORES NA AREA DAS COMUNICACOES	Comunicações
20ZR	POLITICA PRODUTIVA E INOVACAO TECNOLOGICA	Comunicações
20ZS	DESENVOLVIMENTO DA AGROENERGIA	Agricultura
20ZT	PROMOCAO DO AGRONEGOCIO BRASILEIRO NO MERCADO INTERNACIONAL	Agricultura
20ZU	REDUCAO DE RISCOS NA ATIVIDADE AGROPECUARIA	Agricultura
20ZV	FOMENTO AO SETOR AGROPECUARIO	Agricultura
20ZW	PROMOCAO DA DEFESA AGROPECUARIA	Agricultura
20ZX	FISCALIZACAO DE ATIVIDADES AGROPECUARIAS	Agricultura
20ZY	DESENVOLVIMENTO SUSTENTAVEL DAS REGIOES PRODUTORAS DE CACAU	Agricultura
20ZZ	COMISSAO NACIONAL DA VERDADE	Administração
2101	PROGRAMA DE GESTAO E MANUTENCAO DA PRESIDENCIA DA REPUBLICA	
2102	PROGRAMA DE GESTAO E MANUTENCAO DA SECRETARIA DE DIREITOS HU	
2103	PROGRAMA DE GESTAO E MANUTENCAO DA SECRETARIA DE POLITICAS D	Organização Agrária
2104	PROGRAMA DE GESTAO E MANUTENCAO DA SECRETARIA DE POLITICAS P	
2105	GERENCIAMENTO E FISCALIZACAO DO CADASTRO RURAL	Organização Agrária
2105	PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA AGRICULTURA	Organização Agrária
2106	PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CIENCIA, TE	
2107	PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA CULTURA	
2108	PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA DEFESA	
2109	PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA EDUCACAO	Organização Agrária
210A	PROMOCAO DE POLITICAS DE IGUALDADE E DE DIREITOS DAS MULHERES	Direitos da Cidadania
210B	ATENDIMENTO AS MULHERES EM SITUACAO DE VIOLENCIA	Direitos da Cidadania
210C	PROMOCAO DO DESENVOLVIMENTO DE MICRO E PEQUENAS EMPRESAS E ARTESANATO	Comércio e Serviços
210D	FOMENTO A INOVACAO E AS TECNOLOGIAS INOVADORAS	Indústria
210E	PROMOCAO DO DESENVOLVIMENTO INDUSTRIAL	Indústria
210F	GESTAO PARA O DESENVOLVIMENTO DA AVIACAO CIVIL	Transporte
210G	PROTECAO A PESSOAS AMEACADAS	Direitos da Cidadania
210H	FOMENTO A ACOES AFIRMATIVAS E OUTRAS INICIATIVAS PARA O ENFRENTAMENTO AO RACISMO E A PROMOCAO DA IGUALDADE RACIAL	Direitos da Cidadania
210I	DESENVOLVIMENTO DO SETOR PORTUARIO	Transporte
210J	SUPERVISAO DO MERCADO DE VALORES MOBILIARIOS	Administração
210K	APOIO AO DESENVOLVIMENTO DE PROGRAMAS E PROJETOS NAS AREAS CIENTIFICA, TECNOLOGICA E DE INOVACAO NA AREA DE ATUACAO DA SUFRAMA	Indústria
210L	PROMOCAO DO DESENVOLVIMENTO ECONOMICO REGIONAL DA AMAZONIA OCIDENTAL E MUNICIPIOS DE MACAPA E SANTANA (AP)	Indústria
210M	PROMOCAO, DEFESA E PROTECAO DOS DIREITOS DA CRIANCA E DO ADOLESCENTE	Direitos da Cidadania
210N	PROMOCAO E DEFESA DOS DIREITOS DA PESSOA COM DEFICIENCIA	Direitos da Cidadania
210O	ASSISTENCIA TECNICA E EXTENSAO RURAL PARA AGRICULTURA FAMILIAR	Organização Agrária
210Q	REORDENAMENTO E CONSOLIDACAO DA ESTRUTURA E GOVERNANCA FUNDIARIA	Organização Agrária
210R	ASSISTENCIA SOCIAL E PACIFICACAO NO CAMPO	Organização Agrária
210S	ASSISTENCIA TECNICA E EXTENSAO RURAL PARA REFORMA AGRARIA	Organização Agrária
210T	PROMOCAO DA EDUCACAO DO CAMPO	Organização Agrária
210U	ORGANIZACAO DA ESTRUTURA FUNDIARIA	Organização Agrária
210V	PROMOCAO E FORTALECIMENTO DA AGRICULTURA FAMILIAR	Organização Agrária
210W	APOIO A ORGANIZACAO ECONOMICA E PROMOCAO DA CIDADANIA DE MULHERES RURAIS	Organização Agrária
210X	APOIO AO DESENVOLVIMENTO SUSTENTAVEL DE TERRITORIOS RURAIS	Organização Agrária
210Y	APOIO AO DESENVOLVIMENTO SUSTENTAVEL DAS COMUNIDADES QUILOMBOLAS, POVOS INDIGENAS E POVOS E COMUNIDADES TRADICIONAIS	Organização Agrária
210Z	RECONHECIMENTO E INDENIZACAO DE TERRITORIOS QUILOMBOLAS	Organização Agrária
2110	PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA ECONOMIA	Organização Agrária
2111	PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DO DESENVOLVIM	
2112	PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA JUSTICA E S	
2113	FOMENTO A PESQUISA E A INOVACAO TECNOLOGICA (CT-VERDE AMARELO)	Ciência e Tecnologia
2113	PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA PESCA E AQU	Ciência e Tecnologia
2114	PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA PREVIDENCIA	Organização Agrária
2115	PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DA SAUDE	
2116	PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DAS CIDADES	
2117	PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DAS COMUNICACO	
2118	PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DAS RELACOES E	
2119	FOMENTO A PROJETOS INSTITUCIONAIS PARA PESQUISA NO SETOR MINERAL (CT-MINERAL)	Ciência e Tecnologia
2119	PROGRAMA DE GESTAO E MANUTENCAO DO MINISTERIO DE MINAS E ENE	Ciência e Tecnologia
211A	DESENVOLVIMENTO DE ASSENTAMENTOS RURAIS	Organização Agrária
211B	OBTENCAO DE IMOVEIS RURAIS PARA CRIACAO DE ASSENTAMENTOS DA REFORMA AGRARIA	Organização Agrária
